dataset,pair_idx,protein,region,layer,mean_margin,final_model_prob1
real_PRS,44,protein2,n_term,9,1.064892542362213,0.8476901650428772
real_PRS,44,protein2,n_term,10,-0.35431073904037474,0.8476901650428772
real_PRS,44,protein2,c_term,0,-1.9709528724352519,0.8476901650428772
real_PRS,44,protein2,c_term,1,-2.032085438569387,0.8476901650428772
real_PRS,44,protein2,c_term,2,-1.3580673535664876,0.8476901650428772
real_PRS,44,protein2,c_term,3,-0.8587561289469401,0.8476901650428772
real_PRS,44,protein2,c_term,4,-0.41501674652099607,0.8476901650428772
real_PRS,44,protein2,c_term,5,0.0066912174224853516,0.8476901650428772
real_PRS,44,protein2,c_term,6,0.037998072306315106,0.8476901650428772
real_PRS,44,protein2,c_term,7,0.1730950355529785,0.8476901650428772
real_PRS,44,protein2,c_term,8,0.7090758482615153,0.8476901650428772
real_PRS,44,protein2,c_term,9,0.6621143023173014,0.8476901650428772
real_PRS,44,protein2,c_term,10,0.750121021270752,0.8476901650428772
real_PRS,44,protein2,middle,0,-1.5609240531921387,0.8476901650428772
real_PRS,44,protein2,middle,1,-1.4881259282430013,0.8476901650428772
real_PRS,44,protein2,middle,2,-1.3671445846557617,0.8476901650428772
real_PRS,44,protein2,middle,3,-1.0824907938639323,0.8476901650428772
real_PRS,44,protein2,middle,4,-0.8151334762573242,0.8476901650428772
real_PRS,44,protein2,middle,5,-0.28823010524113973,0.8476901650428772
real_PRS,44,protein2,middle,6,-0.5125778198242188,0.8476901650428772
real_PRS,44,protein2,middle,7,-0.23797902862230938,0.8476901650428772
real_PRS,44,protein2,middle,8,0.20458948810895283,0.8476901650428772
real_PRS,44,protein2,middle,9,0.5156259457270305,0.8476901650428772
real_PRS,44,protein2,middle,10,1.0739610016345977,0.8476901650428772
real_PRS,45,protein2,n_term,0,-1.4973522106806436,0.9598971009254456
real_PRS,45,protein2,n_term,1,-1.635680409272512,0.9598971009254456
real_PRS,45,protein2,n_term,2,-1.1857491890589396,0.9598971009254456
real_PRS,45,protein2,n_term,3,-0.4858452657858531,0.9598971009254456
real_PRS,45,protein2,n_term,4,-0.28867989778518677,0.9598971009254456
real_PRS,45,protein2,n_term,5,0.12907109061876934,0.9598971009254456
real_PRS,45,protein2,n_term,6,0.1409038503964742,0.9598971009254456
real_PRS,45,protein2,n_term,7,0.41730617682139076,0.9598971009254456
real_PRS,45,protein2,n_term,8,0.678304127852122,0.9598971009254456
real_PRS,45,protein2,n_term,9,1.0238687098026276,0.9598971009254456
real_PRS,45,protein2,n_term,10,0.8235208829243977,0.9598971009254456
real_PRS,45,protein2,c_term,0,-1.716965635617574,0.9598971009254456
real_PRS,45,protein2,c_term,1,-1.7325358326236406,0.9598971009254456
real_PRS,45,protein2,c_term,2,-1.020299482345581,0.9598971009254456
real_PRS,45,protein2,c_term,3,-0.9689255078633626,0.9598971009254456
real_PRS,45,protein2,c_term,4,0.036889108022054036,0.9598971009254456
real_PRS,45,protein2,c_term,5,0.7226927042007446,0.9598971009254456
real_PRS,45,protein2,c_term,6,0.6195610046386719,0.9598971009254456
real_PRS,45,protein2,c_term,7,0.4732670783996582,0.9598971009254456
real_PRS,45,protein2,c_term,8,0.5466631571451823,0.9598971009254456
real_PRS,45,protein2,c_term,9,0.45104303359985354,0.9598971009254456
real_PRS,45,protein2,c_term,10,0.572116470336914,0.9598971009254456
real_PRS,45,protein2,middle,0,-1.6834168513615926,0.9598971009254456
real_PRS,45,protein2,middle,1,-1.7533788601557414,0.9598971009254456
real_PRS,45,protein2,middle,2,-1.3290880958239237,0.9598971009254456
real_PRS,45,protein2,middle,3,-1.1326388200124105,0.9598971009254456
real_PRS,45,protein2,middle,4,0.04921640952428182,0.9598971009254456
real_PRS,45,protein2,middle,5,0.8583232204119364,0.9598971009254456
real_PRS,45,protein2,middle,6,0.8718155145645141,0.9598971009254456
real_PRS,45,protein2,middle,7,1.1780921936035156,0.9598971009254456
real_PRS,45,protein2,middle,8,1.3536788940429687,0.9598971009254456
real_PRS,45,protein2,middle,9,1.3687994003295898,0.9598971009254456
real_PRS,45,protein2,middle,10,0.8804214159647624,0.9598971009254456
real_PRS,46,protein2,n_term,0,-1.7273129145304362,0.3042173385620117
real_PRS,46,protein2,n_term,1,-1.845800765355428,0.3042173385620117
real_PRS,46,protein2,n_term,2,-1.4436909198760985,0.3042173385620117
real_PRS,46,protein2,n_term,3,-1.2812174479166667,0.3042173385620117
real_PRS,46,protein2,n_term,4,-1.140616250038147,0.3042173385620117
real_PRS,46,protein2,n_term,5,-0.7034365018208821,0.3042173385620117
real_PRS,46,protein2,n_term,6,-0.8560566862424215,0.3042173385620117
real_PRS,46,protein2,n_term,7,-0.7520907402038575,0.3042173385620117
real_PRS,46,protein2,n_term,8,-0.3669602791468302,0.3042173385620117
real_PRS,46,protein2,n_term,9,-0.11395526727040609,0.3042173385620117
real_PRS,46,protein2,n_term,10,-0.5664862314860026,0.3042173385620117
real_PRS,46,protein2,c_term,0,-1.7644826571146648,0.3042173385620117
real_PRS,46,protein2,c_term,1,-1.71486948877573,0.3042173385620117
real_PRS,46,protein2,c_term,2,-0.9961620569229126,0.3042173385620117
real_PRS,46,protein2,c_term,3,-0.6939813613891601,0.3042173385620117
real_PRS,46,protein2,c_term,4,-0.7503273963928223,0.3042173385620117
real_PRS,46,protein2,c_term,5,-0.49659692446390785,0.3042173385620117
real_PRS,46,protein2,c_term,6,-0.6515019734700521,0.3042173385620117
real_PRS,46,protein2,c_term,7,-0.6234683990478516,0.3042173385620117
real_PRS,46,protein2,c_term,8,-0.43918097813924156,0.3042173385620117
real_PRS,46,protein2,c_term,9,-0.21188640594482422,0.3042173385620117
real_PRS,46,protein2,c_term,10,-0.013367239634195964,0.3042173385620117
real_PRS,46,protein2,middle,0,-2.0313397645950317,0.3042173385620117
real_PRS,46,protein2,middle,1,-1.9540801127751668,0.3042173385620117
real_PRS,46,protein2,middle,2,-1.0740840752919516,0.3042173385620117
real_PRS,46,protein2,middle,3,-0.8364664713541666,0.3042173385620117
real_PRS,46,protein2,middle,4,-0.680905834833781,0.3042173385620117
real_PRS,46,protein2,middle,5,-0.3131466547648112,0.3042173385620117
real_PRS,46,protein2,middle,6,-0.41897029876708985,0.3042173385620117
real_PRS,46,protein2,middle,7,-0.31635608673095705,0.3042173385620117
real_PRS,46,protein2,middle,8,-0.15119330088297525,0.3042173385620117
real_PRS,46,protein2,middle,9,-0.06334540049235025,0.3042173385620117
real_PRS,46,protein2,middle,10,0.014473025004069011,0.3042173385620117
real_PRS,47,protein2,n_term,0,-2.2031873941421507,0.9876076579093933
real_PRS,47,protein2,n_term,1,-2.230675445497036,0.9876076579093933
real_PRS,47,protein2,n_term,2,-1.6306140581766764,0.9876076579093933
real_PRS,47,protein2,n_term,3,-1.317959197362264,0.9876076579093933
real_PRS,47,protein2,n_term,4,-0.6318430304527283,0.9876076579093933
real_PRS,47,protein2,n_term,5,-0.12696234385172525,0.9876076579093933
real_PRS,47,protein2,n_term,6,-0.24570838610331217,0.9876076579093933
real_PRS,47,protein2,n_term,7,0.3332820892333984,0.9876076579093933
real_PRS,47,protein2,n_term,8,0.08961161772410074,0.9876076579093933
real_PRS,47,protein2,n_term,9,0.5456644376118978,0.9876076579093933
real_PRS,47,protein2,n_term,10,0.5078996062278748,0.9876076579093933
real_PRS,47,protein2,c_term,0,-1.9089150905609131,0.9876076579093933
real_PRS,47,protein2,c_term,1,-1.9248979568481446,0.9876076579093933
real_PRS,47,protein2,c_term,2,-0.8214530030886332,0.9876076579093933
real_PRS,47,protein2,c_term,3,-0.4354512850443522,0.9876076579093933
real_PRS,47,protein2,c_term,4,-0.5402454694112142,0.9876076579093933
real_PRS,47,protein2,c_term,5,-0.4885163942972819,0.9876076579093933
real_PRS,47,protein2,c_term,6,0.056841317812601724,0.9876076579093933
real_PRS,47,protein2,c_term,7,0.6807749112447102,0.9876076579093933
real_PRS,47,protein2,c_term,8,0.8177927017211915,0.9876076579093933
real_PRS,47,protein2,c_term,9,0.8862378517786662,0.9876076579093933
real_PRS,47,protein2,c_term,10,-0.7049518744150798,0.9876076579093933
real_PRS,47,protein2,middle,0,-2.032031281789144,0.9876076579093933
real_PRS,47,protein2,middle,1,-1.9547573010126749,0.9876076579093933
real_PRS,47,protein2,middle,2,-1.2731725772221882,0.9876076579093933
real_PRS,47,protein2,middle,3,-0.7215001106262207,0.9876076579093933
real_PRS,47,protein2,middle,4,-1.197726798057556,0.9876076579093933
real_PRS,47,protein2,middle,5,-1.4881183385849,0.9876076579093933
real_PRS,47,protein2,middle,6,-1.8717636187871298,0.9876076579093933
real_PRS,47,protein2,middle,7,-0.5643783807754517,0.9876076579093933
real_PRS,47,protein2,middle,8,-1.019229499499003,0.9876076579093933
real_PRS,47,protein2,middle,9,-1.0267473777135214,0.9876076579093933
real_PRS,47,protein2,middle,10,-0.5986597239971161,0.9876076579093933
real_PRS,48,protein2,n_term,0,-1.902918036778768,0.8871170282363892
real_PRS,48,protein2,n_term,1,-1.9974968274434408,0.8871170282363892
real_PRS,48,protein2,n_term,2,-1.7979164361953734,0.8871170282363892
real_PRS,48,protein2,n_term,3,-1.6867127259572348,0.8871170282363892
real_PRS,48,protein2,n_term,4,-2.312340339024862,0.8871170282363892
real_PRS,48,protein2,n_term,5,-1.724351958433787,0.8871170282363892
real_PRS,48,protein2,n_term,6,-1.7838857809702555,0.8871170282363892
real_PRS,48,protein2,n_term,7,-1.528132939338684,0.8871170282363892
real_PRS,48,protein2,n_term,8,-1.3920276174942652,0.8871170282363892
real_PRS,48,protein2,n_term,9,-1.2840999245643616,0.8871170282363892
real_PRS,48,protein2,n_term,10,-1.4185699582099915,0.8871170282363892
real_PRS,48,protein2,c_term,0,-2.110713013013204,0.8871170282363892
real_PRS,48,protein2,c_term,1,-2.280833538373311,0.8871170282363892
real_PRS,48,protein2,c_term,2,-1.1018141825993857,0.8871170282363892
real_PRS,48,protein2,c_term,3,-0.4791754722595215,0.8871170282363892
real_PRS,48,protein2,c_term,4,-0.35876811345418297,0.8871170282363892
real_PRS,48,protein2,c_term,5,1.0424997538328171,0.8871170282363892
real_PRS,48,protein2,c_term,6,1.4750077724456787,0.8871170282363892
real_PRS,48,protein2,c_term,7,2.08173291683197,0.8871170282363892
real_PRS,48,protein2,c_term,8,2.583010951677958,0.8871170282363892
real_PRS,48,protein2,c_term,9,3.1725321928660075,0.8871170282363892
real_PRS,48,protein2,c_term,10,3.7754690170288088,0.8871170282363892
real_PRS,48,protein2,middle,0,-1.9980556885401408,0.8871170282363892
real_PRS,48,protein2,middle,1,-2.028674586613973,0.8871170282363892
real_PRS,48,protein2,middle,2,-1.0135165373484294,0.8871170282363892
real_PRS,48,protein2,middle,3,-0.19043604532877603,0.8871170282363892
real_PRS,48,protein2,middle,4,0.4902023474375407,0.8871170282363892
real_PRS,48,protein2,middle,5,1.8009966293970743,0.8871170282363892
real_PRS,48,protein2,middle,6,2.1747553904851276,0.8871170282363892
real_PRS,48,protein2,middle,7,2.6822513739267984,0.8871170282363892
real_PRS,48,protein2,middle,8,2.484826437632243,0.8871170282363892
real_PRS,48,protein2,middle,9,2.5367736419041953,0.8871170282363892
real_PRS,48,protein2,middle,10,2.854570436477661,0.8871170282363892
real_PRS,49,protein2,n_term,0,-1.3521433512369792,0.8573833703994751
real_PRS,49,protein2,n_term,1,-1.4062352021535238,0.8573833703994751
real_PRS,49,protein2,n_term,2,-1.062177880605062,0.8573833703994751
real_PRS,49,protein2,n_term,3,-0.5812027613321941,0.8573833703994751
real_PRS,49,protein2,n_term,4,-0.5263405005137126,0.8573833703994751
real_PRS,49,protein2,n_term,5,-0.3535124858220418,0.8573833703994751
real_PRS,49,protein2,n_term,6,-0.3079388936360677,0.8573833703994751
real_PRS,49,protein2,n_term,7,-0.3366929113864899,0.8573833703994751
real_PRS,49,protein2,n_term,8,-0.019841229915618895,0.8573833703994751
real_PRS,49,protein2,n_term,9,0.2549069315195084,0.8573833703994751
real_PRS,49,protein2,n_term,10,-0.8048577149709065,0.8573833703994751
real_PRS,49,protein2,c_term,0,-2.248621622721354,0.8573833703994751
real_PRS,49,protein2,c_term,1,-2.3262102961540223,0.8573833703994751
real_PRS,49,protein2,c_term,2,-1.033483902613322,0.8573833703994751
real_PRS,49,protein2,c_term,3,-0.47261943817138674,0.8573833703994751
real_PRS,49,protein2,c_term,4,-0.20352347691853842,0.8573833703994751
real_PRS,49,protein2,c_term,5,0.6586478898922602,0.8573833703994751
real_PRS,49,protein2,c_term,6,0.7555065830548604,0.8573833703994751
real_PRS,49,protein2,c_term,7,1.5538676023483275,0.8573833703994751
real_PRS,49,protein2,c_term,8,2.073403803507487,0.8573833703994751
real_PRS,49,protein2,c_term,9,2.4556476910909018,0.8573833703994751
real_PRS,49,protein2,c_term,10,2.168130326271057,0.8573833703994751
real_PRS,49,protein2,middle,0,-1.2562026341756185,0.8573833703994751
real_PRS,49,protein2,middle,1,-1.407858362297217,0.8573833703994751
real_PRS,49,protein2,middle,2,-0.5511337518692017,0.8573833703994751
real_PRS,49,protein2,middle,3,-0.4291988372802734,0.8573833703994751
real_PRS,49,protein2,middle,4,0.10233335494995117,0.8573833703994751
real_PRS,49,protein2,middle,5,0.34265979131062824,0.8573833703994751
real_PRS,49,protein2,middle,6,0.33971285820007324,0.8573833703994751
real_PRS,49,protein2,middle,7,0.701871681213379,0.8573833703994751
real_PRS,49,protein2,middle,8,1.4601935466130576,0.8573833703994751
real_PRS,49,protein2,middle,9,1.557298978169759,0.8573833703994751
real_PRS,49,protein2,middle,10,1.42099928855896,0.8573833703994751
real_PRS,50,protein2,n_term,0,-0.9021013696988424,0.9192385673522949
real_PRS,50,protein2,n_term,1,-1.0739637772242228,0.9192385673522949
real_PRS,50,protein2,n_term,2,-0.5934043725331625,0.9192385673522949
real_PRS,50,protein2,n_term,3,-0.37707719802856443,0.9192385673522949
real_PRS,50,protein2,n_term,4,0.19441165924072265,0.9192385673522949
real_PRS,50,protein2,n_term,5,0.6568206747372946,0.9192385673522949
real_PRS,50,protein2,n_term,6,0.936978820959727,0.9192385673522949
real_PRS,50,protein2,n_term,7,0.9243510246276856,0.9192385673522949
real_PRS,50,protein2,n_term,8,1.2917130589485168,0.9192385673522949
real_PRS,50,protein2,n_term,9,1.2501861731211343,0.9192385673522949
real_PRS,50,protein2,n_term,10,0.4951441844304403,0.9192385673522949
real_PRS,50,protein2,c_term,0,-1.069569993019104,0.9192385673522949
real_PRS,50,protein2,c_term,1,-1.2281378298997878,0.9192385673522949
real_PRS,50,protein2,c_term,2,-0.7442948857943217,0.9192385673522949
real_PRS,50,protein2,c_term,3,-0.46652113596598305,0.9192385673522949
real_PRS,50,protein2,c_term,4,-0.05860118865966797,0.9192385673522949
real_PRS,50,protein2,c_term,5,0.5992630898952485,0.9192385673522949
real_PRS,50,protein2,c_term,6,0.5381594975789388,0.9192385673522949
real_PRS,50,protein2,c_term,7,0.7764801839987437,0.9192385673522949
real_PRS,50,protein2,c_term,8,1.090354065100352,0.9192385673522949
real_PRS,50,protein2,c_term,9,1.3685359597206115,0.9192385673522949
real_PRS,50,protein2,c_term,10,0.4720238208770752,0.9192385673522949
real_PRS,50,protein2,middle,0,-0.9126181840896607,0.9192385673522949
real_PRS,50,protein2,middle,1,-0.8681535214185715,0.9192385673522949
real_PRS,50,protein2,middle,2,-0.21899139086405436,0.9192385673522949
real_PRS,50,protein2,middle,3,-0.09765208562215169,0.9192385673522949
real_PRS,50,protein2,middle,4,0.3529328982035319,0.9192385673522949
real_PRS,50,protein2,middle,5,0.5034835179646809,0.9192385673522949
real_PRS,50,protein2,middle,6,0.6064923842748006,0.9192385673522949
real_PRS,50,protein2,middle,7,1.2917248328526816,0.9192385673522949
real_PRS,50,protein2,middle,8,1.3053917090098064,0.9192385673522949
real_PRS,50,protein2,middle,9,1.5692705750465392,0.9192385673522949
real_PRS,50,protein2,middle,10,1.8180917819341025,0.9192385673522949
real_PRS,51,protein2,n_term,0,-2.297544761498769,0.9928612112998962
real_PRS,51,protein2,n_term,1,-2.319939470291138,0.9928612112998962
real_PRS,51,protein2,n_term,2,-1.710435978571574,0.9928612112998962
real_PRS,51,protein2,n_term,3,-1.3804757595062256,0.9928612112998962
real_PRS,51,protein2,n_term,4,-0.6691925207773844,0.9928612112998962
real_PRS,51,protein2,n_term,5,0.022566890716552733,0.9928612112998962
real_PRS,51,protein2,n_term,6,0.14302852153778076,0.9928612112998962
real_PRS,51,protein2,n_term,7,0.5751861055692037,0.9928612112998962
real_PRS,51,protein2,n_term,8,0.4908984899520874,0.9928612112998962
real_PRS,51,protein2,n_term,9,0.8596892515818279,0.9928612112998962
real_PRS,51,protein2,n_term,10,0.7990147451559703,0.9928612112998962
real_PRS,51,protein2,c_term,0,-1.991799775759379,0.9928612112998962
real_PRS,51,protein2,c_term,1,-1.9896278301874797,0.9928612112998962
real_PRS,51,protein2,c_term,2,-0.9332109769185384,0.9928612112998962
real_PRS,51,protein2,c_term,3,-0.49087422688802085,0.9928612112998962
real_PRS,51,protein2,c_term,4,-0.6171623706817627,0.9928612112998962
real_PRS,51,protein2,c_term,5,-0.3030203421910604,0.9928612112998962
real_PRS,51,protein2,c_term,6,0.4052291393280029,0.9928612112998962
real_PRS,51,protein2,c_term,7,0.7487369537353515,0.9928612112998962
real_PRS,51,protein2,c_term,8,0.8089940547943115,0.9928612112998962
real_PRS,51,protein2,c_term,9,0.49960909684499105,0.9928612112998962
real_PRS,51,protein2,c_term,10,-1.339452040195465,0.9928612112998962
real_PRS,51,protein2,middle,0,-2.132978598276774,0.9928612112998962
real_PRS,51,protein2,middle,1,-2.0474511623382567,0.9928612112998962
real_PRS,51,protein2,middle,2,-1.3518433411916098,0.9928612112998962
real_PRS,51,protein2,middle,3,-0.7596193313598633,0.9928612112998962
real_PRS,51,protein2,middle,4,-1.2545136610666912,0.9928612112998962
real_PRS,51,protein2,middle,5,-1.091826566060384,0.9928612112998962
real_PRS,51,protein2,middle,6,-1.2205954790115356,0.9928612112998962
real_PRS,51,protein2,middle,7,-0.17020645141601562,0.9928612112998962
real_PRS,51,protein2,middle,8,-0.931566572189331,0.9928612112998962
real_PRS,51,protein2,middle,9,-1.3240439971288045,0.9928612112998962
real_PRS,51,protein2,middle,10,-1.349089146653811,0.9928612112998962
real_PRS,52,protein2,n_term,0,-1.8426614999771118,0.8830941915512085
real_PRS,52,protein2,n_term,1,-1.85048615137736,0.8830941915512085
real_PRS,52,protein2,n_term,2,-1.5211777448654176,0.8830941915512085
real_PRS,52,protein2,n_term,3,-0.8656867822011312,0.8830941915512085
real_PRS,52,protein2,n_term,4,-0.6856445868810018,0.8830941915512085
real_PRS,52,protein2,n_term,5,-0.2851085106531779,0.8830941915512085
real_PRS,52,protein2,n_term,6,-0.33383975823720297,0.8830941915512085
real_PRS,52,protein2,n_term,7,-0.16758149067560832,0.8830941915512085
real_PRS,52,protein2,n_term,8,-0.12912811835606894,0.8830941915512085
real_PRS,52,protein2,n_term,9,0.6016280740499497,0.8830941915512085
real_PRS,52,protein2,n_term,10,0.48745917876561484,0.8830941915512085
real_PRS,52,protein2,c_term,0,-1.9754143476486206,0.8830941915512085
real_PRS,52,protein2,c_term,1,-1.8681836287180582,0.8830941915512085
real_PRS,52,protein2,c_term,2,-1.219305976231893,0.8830941915512085
real_PRS,52,protein2,c_term,3,-1.1625714937845866,0.8830941915512085
real_PRS,52,protein2,c_term,4,-0.06831130981445313,0.8830941915512085
real_PRS,52,protein2,c_term,5,0.6798589865366618,0.8830941915512085
real_PRS,52,protein2,c_term,6,0.7058303197224934,0.8830941915512085
real_PRS,52,protein2,c_term,7,0.6160235404968262,0.8830941915512085
real_PRS,52,protein2,c_term,8,0.7749918301900228,0.8830941915512085
real_PRS,52,protein2,c_term,9,0.7273906707763672,0.8830941915512085
real_PRS,52,protein2,c_term,10,0.8918294270833333,0.8830941915512085
real_PRS,52,protein2,middle,0,-1.9909263690312704,0.8830941915512085
real_PRS,52,protein2,middle,1,-1.9634837786356607,0.8830941915512085
real_PRS,52,protein2,middle,2,-1.57321883837382,0.8830941915512085
real_PRS,52,protein2,middle,3,-1.417405891418457,0.8830941915512085
real_PRS,52,protein2,middle,4,-0.08613661130269369,0.8830941915512085
real_PRS,52,protein2,middle,5,0.7854911843935649,0.8830941915512085
real_PRS,52,protein2,middle,6,1.0176654577255249,0.8830941915512085
real_PRS,52,protein2,middle,7,1.2638742367426554,0.8830941915512085
real_PRS,52,protein2,middle,8,1.6126333077748616,0.8830941915512085
real_PRS,52,protein2,middle,9,1.6990087509155274,0.8830941915512085
real_PRS,52,protein2,middle,10,1.102410125732422,0.8830941915512085
real_PRS,53,protein2,n_term,0,-2.1697638273239135,0.8961584568023682
real_PRS,53,protein2,n_term,1,-2.0972490469614664,0.8961584568023682
real_PRS,53,protein2,n_term,2,-1.685653527577718,0.8961584568023682
real_PRS,53,protein2,n_term,3,-0.9914246082305909,0.8961584568023682
real_PRS,53,protein2,n_term,4,-0.7477512001991272,0.8961584568023682
real_PRS,53,protein2,n_term,5,-0.42376240889231365,0.8961584568023682
real_PRS,53,protein2,n_term,6,-0.5400248209635417,0.8961584568023682
real_PRS,53,protein2,n_term,7,-0.6301833232243855,0.8961584568023682
real_PRS,53,protein2,n_term,8,-0.42631874084472654,0.8961584568023682
real_PRS,53,protein2,n_term,9,-0.3235837777455648,0.8961584568023682
real_PRS,53,protein2,n_term,10,-0.5675041198730468,0.8961584568023682
real_PRS,53,protein2,c_term,0,-1.877115495999654,0.8961584568023682
real_PRS,53,protein2,c_term,1,-1.8898112773895264,0.8961584568023682
real_PRS,53,protein2,c_term,2,-0.8240742444992065,0.8961584568023682
real_PRS,53,protein2,c_term,3,-0.13552268346150717,0.8961584568023682
real_PRS,53,protein2,c_term,4,0.2421796162923177,0.8961584568023682
real_PRS,53,protein2,c_term,5,0.25503718058268227,0.8961584568023682
real_PRS,53,protein2,c_term,6,0.10451682408650716,0.8961584568023682
real_PRS,53,protein2,c_term,7,0.15551881790161132,0.8961584568023682
real_PRS,53,protein2,c_term,8,0.27789983749389646,0.8961584568023682
real_PRS,53,protein2,c_term,9,0.08410650889078776,0.8961584568023682
real_PRS,53,protein2,c_term,10,-0.10663995742797852,0.8961584568023682
real_PRS,53,protein2,middle,0,-1.917229183514913,0.8961584568023682
real_PRS,53,protein2,middle,1,-1.9501913825670878,0.8961584568023682
real_PRS,53,protein2,middle,2,-0.6861184318860372,0.8961584568023682
real_PRS,53,protein2,middle,3,-0.1819956143697103,0.8961584568023682
real_PRS,53,protein2,middle,4,0.26922791798909507,0.8961584568023682
real_PRS,53,protein2,middle,5,0.3126298268636068,0.8961584568023682
real_PRS,53,protein2,middle,6,0.24162829717000325,0.8961584568023682
real_PRS,53,protein2,middle,7,0.2423397699991862,0.8961584568023682
real_PRS,53,protein2,middle,8,0.4899832407633464,0.8961584568023682
real_PRS,53,protein2,middle,9,0.43851836522420246,0.8961584568023682
real_PRS,53,protein2,middle,10,0.2090848922729492,0.8961584568023682
real_PRS,54,protein2,n_term,0,-1.6882719357808431,0.9949184060096741
real_PRS,54,protein2,n_term,1,-1.8007308701674143,0.9949184060096741
real_PRS,54,protein2,n_term,2,-1.074435790379842,0.9949184060096741
real_PRS,54,protein2,n_term,3,-1.1488099177678426,0.9949184060096741
real_PRS,54,protein2,n_term,4,-0.9041669249534607,0.9949184060096741
real_PRS,54,protein2,n_term,5,-0.05564227104187012,0.9949184060096741
real_PRS,54,protein2,n_term,6,0.014610874652862548,0.9949184060096741
real_PRS,54,protein2,n_term,7,0.1554210344950358,0.9949184060096741
real_PRS,54,protein2,n_term,8,-0.3313556710879008,0.9949184060096741
real_PRS,54,protein2,n_term,9,0.34159080386161805,0.9949184060096741
real_PRS,54,protein2,n_term,10,-0.5007086088260014,0.9949184060096741
real_PRS,54,protein2,c_term,0,-2.1719957192738852,0.9949184060096741
real_PRS,54,protein2,c_term,1,-2.0419101039568583,0.9949184060096741
real_PRS,54,protein2,c_term,2,-1.7517637173334757,0.9949184060096741
real_PRS,54,protein2,c_term,3,-0.5236796379089356,0.9949184060096741
real_PRS,54,protein2,c_term,4,-0.3438164154688517,0.9949184060096741
real_PRS,54,protein2,c_term,5,0.49212780793507893,0.9949184060096741
real_PRS,54,protein2,c_term,6,0.6574751218159993,0.9949184060096741
real_PRS,54,protein2,c_term,7,1.1252374172210693,0.9949184060096741
real_PRS,54,protein2,c_term,8,1.16660582224528,0.9949184060096741
real_PRS,54,protein2,c_term,9,1.6910367886225381,0.9949184060096741
real_PRS,54,protein2,c_term,10,1.4155481338500977,0.9949184060096741
real_PRS,54,protein2,middle,0,-2.2414111057917276,0.9949184060096741
real_PRS,54,protein2,middle,1,-2.0048405806223553,0.9949184060096741
real_PRS,54,protein2,middle,2,-1.6077549695968627,0.9949184060096741
real_PRS,54,protein2,middle,3,-0.6299924532572428,0.9949184060096741
real_PRS,54,protein2,middle,4,-1.2493383646011353,0.9949184060096741
real_PRS,54,protein2,middle,5,-0.5323556105295817,0.9949184060096741
real_PRS,54,protein2,middle,6,0.035562570889790854,0.9949184060096741
real_PRS,54,protein2,middle,7,0.5389095624287923,0.9949184060096741
real_PRS,54,protein2,middle,8,0.6571037928263347,0.9949184060096741
real_PRS,54,protein2,middle,9,-0.9688935518264771,0.9949184060096741
real_PRS,54,protein2,middle,10,-1.169772026936213,0.9949184060096741
real_PRS,55,protein2,n_term,0,-1.6615927616755168,0.9933493733406067
real_PRS,55,protein2,n_term,1,-1.5589869757493338,0.9933493733406067
real_PRS,55,protein2,n_term,2,-1.1777104298273722,0.9933493733406067
real_PRS,55,protein2,n_term,3,-1.1554930210113525,0.9933493733406067
real_PRS,55,protein2,n_term,4,-0.6148492177327474,0.9933493733406067
real_PRS,55,protein2,n_term,5,0.010191166897614796,0.9933493733406067
real_PRS,55,protein2,n_term,6,0.22333722909291584,0.9933493733406067
real_PRS,55,protein2,n_term,7,0.3150801777839661,0.9933493733406067
real_PRS,55,protein2,n_term,8,0.8567581017812093,0.9933493733406067
real_PRS,55,protein2,n_term,9,1.1807146867116292,0.9933493733406067
real_PRS,55,protein2,n_term,10,0.9438861568768819,0.9933493733406067
real_PRS,55,protein2,c_term,0,-1.3814679225285849,0.9933493733406067
real_PRS,55,protein2,c_term,1,-1.4143335461616515,0.9933493733406067
real_PRS,55,protein2,c_term,2,-1.0199851433436076,0.9933493733406067
real_PRS,55,protein2,c_term,3,-0.7412041982014974,0.9933493733406067
real_PRS,55,protein2,c_term,4,-0.4541851361592611,0.9933493733406067
real_PRS,55,protein2,c_term,5,0.13908275763193767,0.9933493733406067
real_PRS,55,protein2,c_term,6,0.2143447717030843,0.9933493733406067
real_PRS,55,protein2,c_term,7,0.616268539428711,0.9933493733406067
real_PRS,55,protein2,c_term,8,0.902240264415741,0.9933493733406067
real_PRS,55,protein2,c_term,9,1.0921612977981567,0.9933493733406067
real_PRS,55,protein2,c_term,10,0.09940793911616007,0.9933493733406067
real_PRS,55,protein2,middle,0,-1.3061139742533365,0.9933493733406067
real_PRS,55,protein2,middle,1,-1.1050809860229491,0.9933493733406067
real_PRS,55,protein2,middle,2,-0.5238214254379272,0.9933493733406067
real_PRS,55,protein2,middle,3,-0.4661015192667643,0.9933493733406067
real_PRS,55,protein2,middle,4,-0.16527738571166992,0.9933493733406067
real_PRS,55,protein2,middle,5,0.036350399255752563,0.9933493733406067
real_PRS,55,protein2,middle,6,0.217034579316775,0.9933493733406067
real_PRS,55,protein2,middle,7,1.033971643447876,0.9933493733406067
real_PRS,55,protein2,middle,8,0.9080365101496378,0.9933493733406067
real_PRS,55,protein2,middle,9,1.1454188108444214,0.9933493733406067
