dataset,pair_idx,protein,region,layer,mean_margin,final_model_prob1
real_PRS,4,protein2,middle,0,-1.9208182255427042,0.7759256958961487
real_PRS,4,protein2,middle,1,-2.0215439001719155,0.7759256958961487
real_PRS,4,protein2,middle,2,-1.1376051425933837,0.7759256958961487
real_PRS,4,protein2,middle,3,-0.5274546305338542,0.7759256958961487
real_PRS,4,protein2,middle,4,-0.09861100514729818,0.7759256958961487
real_PRS,4,protein2,middle,5,0.12676156361897786,0.7759256958961487
real_PRS,4,protein2,middle,6,0.002791436513264974,0.7759256958961487
real_PRS,4,protein2,middle,7,-0.03533172607421875,0.7759256958961487
real_PRS,4,protein2,middle,8,0.1816973050435384,0.7759256958961487
real_PRS,4,protein2,middle,9,0.07378279368082682,0.7759256958961487
real_PRS,4,protein2,middle,10,0.11794071197509766,0.7759256958961487
real_PRS,5,protein2,n_term,0,-1.2655865550041199,0.9864198565483093
real_PRS,5,protein2,n_term,1,-1.472080938021342,0.9864198565483093
real_PRS,5,protein2,n_term,2,-1.0618560473124186,0.9864198565483093
real_PRS,5,protein2,n_term,3,-0.4594162146250407,0.9864198565483093
real_PRS,5,protein2,n_term,4,-0.303867773214976,0.9864198565483093
real_PRS,5,protein2,n_term,5,-0.08093903064727784,0.9864198565483093
real_PRS,5,protein2,n_term,6,0.02745736042658488,0.9864198565483093
real_PRS,5,protein2,n_term,7,0.4037738045056661,0.9864198565483093
real_PRS,5,protein2,n_term,8,0.2808543384075165,0.9864198565483093
real_PRS,5,protein2,n_term,9,0.2948832194010417,0.9864198565483093
real_PRS,5,protein2,n_term,10,-0.8476405600706737,0.9864198565483093
real_PRS,5,protein2,c_term,0,-2.14660758972168,0.9864198565483093
real_PRS,5,protein2,c_term,1,-2.269517993927002,0.9864198565483093
real_PRS,5,protein2,c_term,2,-0.8546226580937704,0.9864198565483093
real_PRS,5,protein2,c_term,3,-0.30640284220377606,0.9864198565483093
real_PRS,5,protein2,c_term,4,-0.2390278180440267,0.9864198565483093
real_PRS,5,protein2,c_term,5,0.20958551565806072,0.9864198565483093
real_PRS,5,protein2,c_term,6,0.6314837614695231,0.9864198565483093
real_PRS,5,protein2,c_term,7,1.5142910639444986,0.9864198565483093
real_PRS,5,protein2,c_term,8,1.9679655313491822,0.9864198565483093
real_PRS,5,protein2,c_term,9,2.064835520585378,0.9864198565483093
real_PRS,5,protein2,c_term,10,1.3322172979513804,0.9864198565483093
real_PRS,5,protein2,middle,0,-1.6645732641220092,0.9864198565483093
real_PRS,5,protein2,middle,1,-1.7459723631540933,0.9864198565483093
