pair_idx,protein,region,direction,baseline_margin,patched_margin,shift
4,protein2,control,real_into_random,-1.5249347686767578,-1.524606704711914,0.00032806396484375
4,protein2,control,random_into_real,1.2426300048828125,1.2430791854858398,0.00044918060302734375
5,protein1,peak,real_into_random,-3.1858177185058594,-3.1854686737060547,0.0003490447998046875
5,protein1,peak,random_into_real,4.346052169799805,4.344793319702148,-0.00125885009765625
5,protein1,control,real_into_random,-3.1858177185058594,-3.1841468811035156,0.00167083740234375
5,protein1,control,random_into_real,4.346052169799805,4.335012435913086,-0.01103973388671875
5,protein2,peak,real_into_random,-3.1858177185058594,-3.181121826171875,0.004695892333984375
5,protein2,peak,random_into_real,4.346052169799805,4.343465805053711,-0.00258636474609375
5,protein2,control,real_into_random,-3.1858177185058594,-3.1880273818969727,-0.0022096633911132812
5,protein2,control,random_into_real,4.346052169799805,4.357280731201172,0.011228561401367188
6,protein1,peak,real_into_random,-2.4161481857299805,-2.4197511672973633,-0.0036029815673828125
6,protein1,peak,random_into_real,4.430981636047363,4.426227569580078,-0.004754066467285156
6,protein1,control,real_into_random,-2.4161481857299805,-2.4212608337402344,-0.005112648010253906
6,protein1,control,random_into_real,4.430981636047363,4.436016082763672,0.005034446716308594
6,protein2,peak,real_into_random,-2.4161481857299805,-2.416621208190918,-0.0004730224609375
6,protein2,peak,random_into_real,4.430981636047363,4.427618026733398,-0.0033636093139648438
6,protein2,control,real_into_random,-2.4161481857299805,-2.4206809997558594,-0.004532814025878906
6,protein2,control,random_into_real,4.430981636047363,4.436776161193848,0.005794525146484375
7,protein1,peak,real_into_random,-1.5109272003173828,-1.5099458694458008,0.0009813308715820312
7,protein1,peak,random_into_real,6.370884895324707,6.363011360168457,-0.00787353515625
7,protein1,control,real_into_random,-1.5109272003173828,-1.5100107192993164,0.0009164810180664062
7,protein1,control,random_into_real,6.370884895324707,6.364765167236328,-0.006119728088378906
7,protein2,peak,real_into_random,-1.5109272003173828,-0.2918701171875,1.2190570831298828
7,protein2,peak,random_into_real,6.370884895324707,6.378509998321533,0.007625102996826172
7,protein2,control,real_into_random,-1.5109272003173828,-1.5157546997070312,-0.0048274993896484375
7,protein2,control,random_into_real,6.370884895324707,6.374362468719482,0.0034775733947753906
8,protein1,peak,real_into_random,-1.8162508010864258,-1.8115015029907227,0.004749298095703125
8,protein1,peak,random_into_real,3.4301605224609375,3.4411182403564453,0.010957717895507812
8,protein1,control,real_into_random,-1.8162508010864258,-1.8154125213623047,0.0008382797241210938
8,protein1,control,random_into_real,3.4301605224609375,3.406430244445801,-0.02373027801513672
8,protein2,peak,real_into_random,-1.8162508010864258,-1.8147249221801758,0.00152587890625
8,protein2,peak,random_into_real,3.4301605224609375,3.4239273071289062,-0.00623321533203125
8,protein2,control,real_into_random,-1.8162508010864258,-1.8160467147827148,0.0002040863037109375
8,protein2,control,random_into_real,3.4301605224609375,3.427618980407715,-0.0025415420532226562
9,protein1,peak,real_into_random,-1.559600830078125,-1.558095932006836,0.0015048980712890625
9,protein1,peak,random_into_real,-1.6170387268066406,-1.6190071105957031,-0.0019683837890625
9,protein1,control,real_into_random,-1.559600830078125,-1.5653276443481445,-0.005726814270019531
9,protein1,control,random_into_real,-1.6170387268066406,-1.6135520935058594,0.00348663330078125
9,protein2,peak,real_into_random,-1.559600830078125,-1.5588798522949219,0.000720977783203125
9,protein2,peak,random_into_real,-1.6170387268066406,-1.618368148803711,-0.0013294219970703125
