dataset,pair_idx,region,layer,mean_margin
RRS+50,7,n_term,7,-0.029010311762491862
RRS+50,7,n_term,8,0.4198703447977702
RRS+50,7,n_term,9,0.17114413579305013
RRS+50,7,n_term,10,0.2236705780029297
RRS+50,7,middle,0,-1.9154691020647685
RRS+50,7,middle,1,-2.1229862372080484
RRS+50,7,middle,2,-1.2042213122049967
RRS+50,7,middle,3,-0.556173578898112
RRS+50,7,middle,4,-0.3078113238016764
RRS+50,7,middle,5,-0.057822227478027344
RRS+50,7,middle,6,0.019124444325764975
RRS+50,7,middle,7,0.09771073659261068
RRS+50,7,middle,8,0.45905046463012694
RRS+50,7,middle,9,0.45566059748331705
RRS+50,7,middle,10,0.4661797841389974
RRS+50,7,c_term,0,-1.9824108997980754
RRS+50,7,c_term,1,-2.1238831877708435
RRS+50,7,c_term,2,-1.1466354688008626
RRS+50,7,c_term,3,-0.5731411933898926
RRS+50,7,c_term,4,-0.3647696177164714
RRS+50,7,c_term,5,-0.025853697458902994
RRS+50,7,c_term,6,-0.1919064203898112
RRS+50,7,c_term,7,-0.042632802327473955
RRS+50,7,c_term,8,0.11991860071818033
RRS+50,7,c_term,9,-0.12396577199300131
RRS+50,7,c_term,10,-0.2123621940612793
RRS+50,8,prefix,0,-1.3910008549690247
RRS+50,8,prefix,1,-1.4282668948173523
RRS+50,8,prefix,2,-1.1742624123891194
RRS+50,8,prefix,3,-1.0701492786407472
RRS+50,8,prefix,4,-1.0021347522735595
RRS+50,8,prefix,5,-0.7653183499972026
RRS+50,8,prefix,6,-0.8689174334208171
RRS+50,8,prefix,7,-0.7095173438390096
RRS+50,8,prefix,8,-0.4314799944559733
RRS+50,8,prefix,9,-0.38767138322194417
RRS+50,8,prefix,10,-1.3413700103759765
RRS+50,8,n_term,0,-1.3087380647659301
RRS+50,8,n_term,1,-1.5832602620124816
RRS+50,8,n_term,2,-0.8563252449035644
RRS+50,8,n_term,3,-0.7632977803548177
RRS+50,8,n_term,4,-0.4190514882405599
RRS+50,8,n_term,5,-0.28941162427266437
RRS+50,8,n_term,6,-0.44858051935831705
RRS+50,8,n_term,7,0.2621854464213053
RRS+50,8,n_term,8,0.381655216217041
RRS+50,8,n_term,9,0.25015879472096764
RRS+50,8,n_term,10,0.3748847166697184
RRS+50,8,middle,0,-1.469610293706258
RRS+50,8,middle,1,-1.7303743004798888
RRS+50,8,middle,2,-0.7713876247406006
RRS+50,8,middle,3,-0.25137430826822915
RRS+50,8,middle,4,0.23860880533854167
RRS+50,8,middle,5,1.1606115182240804
RRS+50,8,middle,6,1.128869318962097
RRS+50,8,middle,7,1.8928717931111654
RRS+50,8,middle,8,2.3881160736083986
RRS+50,8,middle,9,2.074514325459798
RRS+50,8,middle,10,1.464216947555542
RRS+50,8,c_term,0,-1.5974918524424235
RRS+50,8,c_term,1,-1.6480275650819143
RRS+50,8,c_term,2,-0.8526584545771281
RRS+50,8,c_term,3,-0.5769608815511068
RRS+50,8,c_term,4,-0.12857042948404948
RRS+50,8,c_term,5,0.2666278521219889
RRS+50,8,c_term,6,0.01828031539916992
RRS+50,8,c_term,7,0.29629309972127277
RRS+50,8,c_term,8,0.600768756866455
RRS+50,8,c_term,9,0.5842544873555501
RRS+50,8,c_term,10,0.9719279607137045
RRS+50,9,prefix,0,-1.4519113540649413
RRS+50,9,prefix,1,-1.4561631600062053
RRS+50,9,prefix,2,-1.2862525939941407
RRS+50,9,prefix,3,-1.048458989461263
RRS+50,9,prefix,4,-0.7649433453877766
RRS+50,9,prefix,5,-0.46470251083374026
RRS+50,9,prefix,6,-0.3182748476664225
RRS+50,9,prefix,7,-0.4445198059082031
RRS+50,9,prefix,8,-0.41819079717000324
RRS+50,9,prefix,9,-0.2693502426147461
RRS+50,9,prefix,10,-0.41536474227905273
RRS+50,9,n_term,0,-1.338117520014445
RRS+50,9,n_term,1,-1.5147874971230826
RRS+50,9,n_term,2,-0.8430620511372884
RRS+50,9,n_term,3,-0.6546403249104817
RRS+50,9,n_term,4,-0.17179921468098958
RRS+50,9,n_term,5,-0.06432271003723145
RRS+50,9,n_term,6,-0.12133127848307292
RRS+50,9,n_term,7,-0.12304175694783528
RRS+50,9,n_term,8,0.02566248575846354
RRS+50,9,n_term,9,-0.05206785202026367
RRS+50,9,n_term,10,-0.18173440297444662
RRS+50,9,middle,0,-1.7488699634869893
RRS+50,9,middle,1,-1.851751685142517
RRS+50,9,middle,2,-1.1000563621520996
RRS+50,9,middle,3,-0.6765696207682291
RRS+50,9,middle,4,-0.3148789087931315
RRS+50,9,middle,5,-0.23951698939005533
RRS+50,9,middle,6,-0.2693312644958496
RRS+50,9,middle,7,-0.20200360616048177
RRS+50,9,middle,8,-0.11031567255655925
RRS+50,9,middle,9,-0.23037761052449543
RRS+50,9,middle,10,-0.26953147252400717
RRS+50,9,c_term,0,-1.9303639650344848
RRS+50,9,c_term,1,-2.130156413714091
RRS+50,9,c_term,2,-1.1779574712117513
RRS+50,9,c_term,3,-0.7584190368652344
RRS+50,9,c_term,4,-0.43044789632161456
RRS+50,9,c_term,5,0.053971481323242185
RRS+50,9,c_term,6,-0.010132980346679688
RRS+50,9,c_term,7,0.011336421966552735
RRS+50,9,c_term,8,0.08761479059855143
RRS+50,9,c_term,9,-0.018534437815348307
RRS+50,9,c_term,10,0.10790011088053385
RRS+50,10,prefix,0,-1.4474194447199504
RRS+50,10,prefix,1,-1.4899541854858398
RRS+50,10,prefix,2,-1.3771822929382325
RRS+50,10,prefix,3,-1.2083469390869142
RRS+50,10,prefix,4,-1.36381254196167
RRS+50,10,prefix,5,-1.5323882818222045
RRS+50,10,prefix,6,-1.715244960784912
RRS+50,10,prefix,7,-1.8561766783396403
RRS+50,10,prefix,8,-1.6937034130096436
RRS+50,10,prefix,9,-1.1722260316212971
RRS+50,10,prefix,10,-1.1260161717732748
RRS+50,10,n_term,0,-1.3079156041145326
RRS+50,10,n_term,1,-1.486023692289988
RRS+50,10,n_term,2,-0.8901927789052327
RRS+50,10,n_term,3,-0.6057180404663086
RRS+50,10,n_term,4,-0.11605170567830404
RRS+50,10,n_term,5,-0.01676754156748454
RRS+50,10,n_term,6,-0.22697347005208332
RRS+50,10,n_term,7,-0.042263031005859375
RRS+50,10,n_term,8,-0.15388867060343425
RRS+50,10,n_term,9,-0.4189395586649577
RRS+50,10,n_term,10,-0.8182265281677246
RRS+50,10,middle,0,-1.408124993244807
RRS+50,10,middle,1,-1.716754714647929
RRS+50,10,middle,2,-0.9592929522196452
RRS+50,10,middle,3,-0.6173569361368815
RRS+50,10,middle,4,-0.1043614387512207
RRS+50,10,middle,5,0.23360176086425782
RRS+50,10,middle,6,-0.019890626271565754
RRS+50,10,middle,7,-0.021096038818359374
RRS+50,10,middle,8,0.031036949157714842
RRS+50,10,middle,9,-0.13329054514567057
RRS+50,10,middle,10,-0.18040943145751953
RRS+50,10,c_term,0,-1.571433917681376
RRS+50,10,c_term,1,-1.7088889559110005
RRS+50,10,c_term,2,-0.936459231376648
RRS+50,10,c_term,3,-0.6069148381551107
RRS+50,10,c_term,4,-0.33225816090901694
RRS+50,10,c_term,5,-0.28434953689575193
RRS+50,10,c_term,6,-0.4948512077331543
RRS+50,10,c_term,7,-0.4091468811035156
RRS+50,10,c_term,8,-0.33123919169108074
RRS+50,10,c_term,9,-0.42745609283447267
RRS+50,10,c_term,10,-0.3897254943847656
RRS+50,11,prefix,0,-1.1110058585802713
RRS+50,11,prefix,1,-1.123575492699941
RRS+50,11,prefix,2,-1.1748891035715738
RRS+50,11,prefix,3,-0.9929322242736817
RRS+50,11,prefix,4,-0.7113720099131267
RRS+50,11,prefix,5,-0.5421690781911214
RRS+50,11,prefix,6,-0.8092719237009685
RRS+50,11,prefix,7,-0.7632265349229177
RRS+50,11,prefix,8,-0.5302894910176595
RRS+50,11,prefix,9,-0.2551199118296305
RRS+50,11,prefix,10,-0.5474448839823405
RRS+50,11,n_term,0,-1.701697858174642
RRS+50,11,n_term,1,-1.906710429986318
RRS+50,11,n_term,2,-1.0584389527638753
RRS+50,11,n_term,3,-0.7151046752929687
RRS+50,11,n_term,4,-0.7126830736796061
RRS+50,11,n_term,5,-0.8055596033732096
RRS+50,11,n_term,6,-0.8448991457621257
RRS+50,11,n_term,7,-0.7679425239562988
RRS+50,11,n_term,8,-0.5557569185892741
RRS+50,11,n_term,9,-0.5532252629597981
RRS+50,11,n_term,10,-0.43907610575358075
RRS+50,11,middle,0,-1.6191629966100056
RRS+50,11,middle,1,-1.72055504322052
RRS+50,11,middle,2,-0.8881369074185689
RRS+50,11,middle,3,-0.6845720609029134
RRS+50,11,middle,4,-0.2705933888753255
RRS+50,11,middle,5,-0.003205744425455729
RRS+50,11,middle,6,-0.1190725326538086
RRS+50,11,middle,7,-0.11739044189453125
RRS+50,11,middle,8,0.049044164021809895
RRS+50,11,middle,9,0.017418766021728517
RRS+50,11,middle,10,0.023820114135742188
RRS+50,11,c_term,0,-1.9611190478007
RRS+50,11,c_term,1,-2.0596168279647826
RRS+50,11,c_term,2,-0.8091986378033956
RRS+50,11,c_term,3,-0.17295598983764648
RRS+50,11,c_term,4,0.142514165242513
RRS+50,11,c_term,5,0.27844193776448567
RRS+50,11,c_term,6,-0.0032063802083333332
RRS+50,11,c_term,7,0.07153237660725911
RRS+50,11,c_term,8,0.2102418899536133
RRS+50,11,c_term,9,0.14837929407755535
RRS+50,11,c_term,10,0.2041868845621745
RRS+50,12,prefix,0,-1.6363717079162599
RRS+50,12,prefix,1,-1.6484637975692749
RRS+50,12,prefix,2,-1.452977991104126
RRS+50,12,prefix,3,-1.0799712498982748
RRS+50,12,prefix,4,-0.9360752741495768
RRS+50,12,prefix,5,-0.7998018582661947
RRS+50,12,prefix,6,-0.8253620465596517
RRS+50,12,prefix,7,-0.6427764097849528
RRS+50,12,prefix,8,-0.5815713564554851
RRS+50,12,prefix,9,-0.5984484354654948
RRS+50,12,prefix,10,-0.9012419382731119
RRS+50,12,n_term,0,-1.477001706759135
RRS+50,12,n_term,1,-1.6619203408559164
RRS+50,12,n_term,2,-0.7614748001098632
RRS+50,12,n_term,3,-0.44291162490844727
RRS+50,12,n_term,4,-0.10660181045532227
RRS+50,12,n_term,5,-0.02615076700846354
RRS+50,12,n_term,6,-0.0714196523030599
RRS+50,12,n_term,7,0.1742471694946289
RRS+50,12,n_term,8,0.20178950627644857
RRS+50,12,n_term,9,0.17417437235514324
RRS+50,12,n_term,10,-0.095458984375
RRS+50,12,middle,0,-1.586812674999237
RRS+50,12,middle,1,-1.7868699073791503
RRS+50,12,middle,2,-1.116784159342448
RRS+50,12,middle,3,-0.7702907244364421
RRS+50,12,middle,4,-0.42634379069010414
RRS+50,12,middle,5,-0.2925227165222168
RRS+50,12,middle,6,-0.40199947357177734
RRS+50,12,middle,7,-0.33358224232991535
RRS+50,12,middle,8,-0.19798866907755533
RRS+50,12,middle,9,-0.37170368830362954
RRS+50,12,middle,10,-0.26535183588663735
RRS+50,12,c_term,0,-1.8300813217957814
RRS+50,12,c_term,1,-1.9810353994369507
RRS+50,12,c_term,2,-1.2101417541503907
RRS+50,12,c_term,3,-0.8569564819335938
RRS+50,12,c_term,4,-0.6280989329020182
RRS+50,12,c_term,5,-0.45329510370890297
RRS+50,12,c_term,6,-0.5399786631266276
RRS+50,12,c_term,7,-0.4624863306681315
RRS+50,12,c_term,8,-0.26904751459757487
RRS+50,12,c_term,9,-0.34186544418334963
RRS+50,12,c_term,10,-0.2531884511311849
RRS+50,13,prefix,0,-1.5065845171610515
RRS+50,13,prefix,1,-1.443546183904012
RRS+50,13,prefix,2,-1.3874735832214355
RRS+50,13,prefix,3,-1.0656652768452963
RRS+50,13,prefix,4,-0.8151028315226237
RRS+50,13,prefix,5,-0.4601245125134786
RRS+50,13,prefix,6,-0.47721879482269286
RRS+50,13,prefix,7,-0.4289158821105957
RRS+50,13,prefix,8,-0.25598649978637694
RRS+50,13,prefix,9,-0.26800511678059896
RRS+50,13,prefix,10,-0.8550251642862956
RRS+50,13,n_term,0,-0.926731766263644
RRS+50,13,n_term,1,-0.9973159511884053
RRS+50,13,n_term,2,-0.5514274597167969
RRS+50,13,n_term,3,-0.5678492546081543
RRS+50,13,n_term,4,-0.12568658192952473
RRS+50,13,n_term,5,-0.037616634368896486
RRS+50,13,n_term,6,-0.0502883513768514
RRS+50,13,n_term,7,1.1072535415490468
RRS+50,13,n_term,8,1.0001653492450715
RRS+50,13,n_term,9,1.2224423199892045
RRS+50,13,n_term,10,1.3176330981155238
RRS+50,13,middle,0,-1.4260907967885335
RRS+50,13,middle,1,-1.6747614681720733
RRS+50,13,middle,2,-0.8169532140096029
RRS+50,13,middle,3,-0.6068450291951497
RRS+50,13,middle,4,-0.2470608075459798
RRS+50,13,middle,5,0.13750257690747578
RRS+50,13,middle,6,0.20581703782081603
RRS+50,13,middle,7,0.8762029429276784
RRS+50,13,middle,8,1.367865506807963
RRS+50,13,middle,9,1.7609950661659242
RRS+50,13,middle,10,1.693228006362915
RRS+50,13,c_term,0,-1.5331166426340739
RRS+50,13,c_term,1,-1.674668018023173
RRS+50,13,c_term,2,-0.8654971122741699
RRS+50,13,c_term,3,-0.8243084271748861
RRS+50,13,c_term,4,-0.4142419179280599
RRS+50,13,c_term,5,-0.04813417494297027
RRS+50,13,c_term,6,-0.05655725399653117
RRS+50,13,c_term,7,0.6258168737093608
RRS+50,13,c_term,8,0.8864149848620096
RRS+50,13,c_term,9,1.1785519599914551
RRS+50,13,c_term,10,1.367309851447741
RRS+50,14,prefix,0,-1.755064272880554
RRS+50,14,prefix,1,-1.8026697635650635
RRS+50,14,prefix,2,-1.5472060521443685
RRS+50,14,prefix,3,-1.257411034901937
RRS+50,14,prefix,4,-1.4222392717997232
RRS+50,14,prefix,5,-1.3859692653020224
RRS+50,14,prefix,6,-1.232504177093506
RRS+50,14,prefix,7,-1.3166043599446615
RRS+50,14,prefix,8,-1.1506180127461751
RRS+50,14,prefix,9,-0.9872590700785319
RRS+50,14,prefix,10,-1.2301753997802733
RRS+50,14,n_term,0,-1.2523365020751953
RRS+50,14,n_term,1,-1.4217729489008586
RRS+50,14,n_term,2,-0.6172283172607422
RRS+50,14,n_term,3,-0.2801939646402995
RRS+50,14,n_term,4,0.19056453704833984
RRS+50,14,n_term,5,0.3285797119140625
RRS+50,14,n_term,6,0.027649434407552083
RRS+50,14,n_term,7,0.07665866216023763
RRS+50,14,n_term,8,0.11663055419921875
RRS+50,14,n_term,9,-0.09962666829427083
RRS+50,14,n_term,10,-0.37541592915852867
RRS+50,14,middle,0,-1.8353103160858155
RRS+50,14,middle,1,-1.9709012031555175
RRS+50,14,middle,2,-1.276315720876058
RRS+50,14,middle,3,-0.8452199935913086
RRS+50,14,middle,4,-0.6084327061971029
RRS+50,14,middle,5,-0.5567163785298666
RRS+50,14,middle,6,-0.6561567624409993
RRS+50,14,middle,7,-0.595776621500651
RRS+50,14,middle,8,-0.47576217651367186
RRS+50,14,middle,9,-0.6586820284525553
RRS+50,14,middle,10,-0.7982312202453613
RRS+50,14,c_term,0,-2.2379890282948813
RRS+50,14,c_term,1,-2.533897868792216
RRS+50,14,c_term,2,-1.5912533760070802
RRS+50,14,c_term,3,-1.0778860410054525
RRS+50,14,c_term,4,-0.7579427083333333
RRS+50,14,c_term,5,-0.5957470893859863
RRS+50,14,c_term,6,-0.6009657224019368
RRS+50,14,c_term,7,-0.6044536590576172
RRS+50,14,c_term,8,-0.4199376424153646
RRS+50,14,c_term,9,-0.5443967819213867
RRS+50,14,c_term,10,-0.5236841201782226
RRS+50,15,prefix,0,-1.73794314066569
RRS+50,15,prefix,1,-1.7041191418965658
RRS+50,15,prefix,2,-1.5752559026082358
RRS+50,15,prefix,3,-1.2738121350606282
RRS+50,15,prefix,4,-1.4611601193745931
RRS+50,15,prefix,5,-1.4107183376948038
RRS+50,15,prefix,6,-1.2855467160542806
RRS+50,15,prefix,7,-1.2208819707234702
RRS+50,15,prefix,8,-0.939567502339681
RRS+50,15,prefix,9,-0.8495121955871582
RRS+50,15,prefix,10,-1.1372797648111979
RRS+50,15,n_term,0,-1.3722068468729656
RRS+50,15,n_term,1,-1.458393116792043
RRS+50,15,n_term,2,-0.6761734485626221
RRS+50,15,n_term,3,-0.5783554395039876
RRS+50,15,n_term,4,-0.18499730428059896
RRS+50,15,n_term,5,-0.4046807289123535
RRS+50,15,n_term,6,-0.5320945739746094
RRS+50,15,n_term,7,-0.455672550201416
RRS+50,15,n_term,8,-0.32549142837524414
RRS+50,15,n_term,9,-0.40924336115519205
RRS+50,15,n_term,10,-0.2969919204711914
RRS+50,15,middle,0,-2.197768771648407
RRS+50,15,middle,1,-2.417099936803182
RRS+50,15,middle,2,-1.5034835497538248
RRS+50,15,middle,3,-0.5883280118306478
RRS+50,15,middle,4,-0.3476464907328288
RRS+50,15,middle,5,-0.41930427551269533
RRS+50,15,middle,6,-0.5248960177103679
RRS+50,15,middle,7,-0.5720753987630208
RRS+50,15,middle,8,-0.4239970207214355
RRS+50,15,middle,9,-0.5776568412780761
RRS+50,15,middle,10,-0.4872023582458496
RRS+50,15,c_term,0,-1.9103174805641174
RRS+50,15,c_term,1,-2.1351258079210917
RRS+50,15,c_term,2,-1.2933528264363607
RRS+50,15,c_term,3,-0.7755007743835449
RRS+50,15,c_term,4,-0.4132614453633626
RRS+50,15,c_term,5,-0.2939657211303711
RRS+50,15,c_term,6,-0.6130189895629883
RRS+50,15,c_term,7,-0.4800368944803874
RRS+50,15,c_term,8,-0.4162935256958008
RRS+50,15,c_term,9,-0.5612476984659831
RRS+50,15,c_term,10,-0.4809779485066732
RRS+50,16,prefix,0,-1.791796080271403
RRS+50,16,prefix,1,-1.8589505831400552
RRS+50,16,prefix,2,-1.5003980318705241
RRS+50,16,prefix,3,-0.9907529513041179
RRS+50,16,prefix,4,-1.0445866584777832
RRS+50,16,prefix,5,-0.8277274171511332
RRS+50,16,prefix,6,-0.8309545040130615
RRS+50,16,prefix,7,-0.920281982421875
RRS+50,16,prefix,8,-0.8135571797688802
RRS+50,16,prefix,9,-0.6361720085144043
RRS+50,16,prefix,10,-0.74085906346639
RRS+50,16,n_term,0,-1.637505344549815
RRS+50,16,n_term,1,-1.7351857105890909
RRS+50,16,n_term,2,-1.3096729119618733
RRS+50,16,n_term,3,-0.8370332717895508
RRS+50,16,n_term,4,-0.8416523615519206
RRS+50,16,n_term,5,-0.7053771336873372
RRS+50,16,n_term,6,-0.6665722211201985
RRS+50,16,n_term,7,-0.6541542053222656
RRS+50,16,n_term,8,-0.5525438944498698
RRS+50,16,n_term,9,-0.565001106262207
RRS+50,16,n_term,10,-0.44223864873250324
RRS+50,16,middle,0,-1.911667784055074
RRS+50,16,middle,1,-2.171136172612508
RRS+50,16,middle,2,-1.163035265604655
RRS+50,16,middle,3,-0.7503784815470378
RRS+50,16,middle,4,-0.22529805501302083
RRS+50,16,middle,5,-0.11453612645467122
RRS+50,16,middle,6,-0.2100918451944987
RRS+50,16,middle,7,-0.19146960576375324
RRS+50,16,middle,8,-0.08669554392496745
RRS+50,16,middle,9,-0.17584307988484701
RRS+50,16,middle,10,-0.23983662923177082
RRS+50,16,c_term,0,-1.8146692673365274
RRS+50,16,c_term,1,-1.9721914450327556
RRS+50,16,c_term,2,-0.937966521581014
RRS+50,16,c_term,3,-0.7340641339619954
RRS+50,16,c_term,4,-0.27681280771891276
RRS+50,16,c_term,5,-0.19217780431111653
RRS+50,16,c_term,6,-0.30163485209147134
RRS+50,16,c_term,7,-0.31087675094604494
RRS+50,16,c_term,8,-0.20728130340576173
RRS+50,16,c_term,9,-0.25269686381022133
RRS+50,16,c_term,10,0.02345876693725586
RRS+50,17,prefix,0,-1.892576026916504
RRS+50,17,prefix,1,-1.9433453877766926
RRS+50,17,prefix,2,-1.5904826800028482
RRS+50,17,prefix,3,-1.210395081837972
RRS+50,17,prefix,4,-1.3783434867858886
RRS+50,17,prefix,5,-1.251345189412435
RRS+50,17,prefix,6,-1.2367300987243652
RRS+50,17,prefix,7,-1.3212371826171876
RRS+50,17,prefix,8,-1.1839282353719076
RRS+50,17,prefix,9,-0.9769468307495117
RRS+50,17,prefix,10,-1.1254759788513184
RRS+50,17,n_term,0,-1.6949028571446736
RRS+50,17,n_term,1,-1.6636625389258066
RRS+50,17,n_term,2,-1.2305279095967612
RRS+50,17,n_term,3,-1.0253341992696126
RRS+50,17,n_term,4,-0.6702541669209798
RRS+50,17,n_term,5,-0.6177059491475423
RRS+50,17,n_term,6,-0.575714651743571
RRS+50,17,n_term,7,-0.47702096303304037
RRS+50,17,n_term,8,-0.34682887395222983
RRS+50,17,n_term,9,-0.3852556228637695
RRS+50,17,n_term,10,-0.5911943117777506
RRS+50,17,middle,0,-1.5424327691396078
RRS+50,17,middle,1,-1.7206571221351623
RRS+50,17,middle,2,-1.0187949021657308
RRS+50,17,middle,3,-0.9477764765421549
RRS+50,17,middle,4,-0.5697722434997559
RRS+50,17,middle,5,-0.28794136047363283
RRS+50,17,middle,6,-0.3770199139912923
RRS+50,17,middle,7,-0.3446185111999512
RRS+50,17,middle,8,-0.17047897974650064
RRS+50,17,middle,9,-0.3213561375935872
RRS+50,17,middle,10,-0.5058892567952474
RRS+50,17,c_term,0,-1.4684247950712839
RRS+50,17,c_term,1,-1.699138387044271
RRS+50,17,c_term,2,-0.622757085164388
RRS+50,17,c_term,3,-0.3328175862630208
RRS+50,17,c_term,4,-0.20818869272867838
RRS+50,17,c_term,5,0.07145620981852213
RRS+50,17,c_term,6,-0.09854199091593424
RRS+50,17,c_term,7,-0.07784204483032227
RRS+50,17,c_term,8,0.015119520823160808
RRS+50,17,c_term,9,-0.17146288553873698
RRS+50,17,c_term,10,-0.22448383967081706
RRS+50,18,prefix,0,-1.6114008585611979
RRS+50,18,prefix,1,-1.6200165112813314
RRS+50,18,prefix,2,-1.290003744761149
RRS+50,18,prefix,3,-0.9997350056966146
RRS+50,18,prefix,4,-1.0214070320129394
RRS+50,18,prefix,5,-0.7536546389261881
RRS+50,18,prefix,6,-0.7059735298156739
RRS+50,18,prefix,7,-0.7337233543395996
RRS+50,18,prefix,8,-0.6128370602925618
RRS+50,18,prefix,9,-0.609027640024821
RRS+50,18,prefix,10,-0.7514795939127604
RRS+50,18,n_term,0,-1.210280672709147
RRS+50,18,n_term,1,-1.5169434626897176
RRS+50,18,n_term,2,-0.6176670074462891
RRS+50,18,n_term,3,-0.43481855392456054
RRS+50,18,n_term,4,-0.07556969324747721
RRS+50,18,n_term,5,0.1169157346089681
RRS+50,18,n_term,6,-0.12286160786946615
RRS+50,18,n_term,7,-0.0466070810953776
RRS+50,18,n_term,8,-0.011705716451009115
RRS+50,18,n_term,9,-0.04858315785725911
RRS+50,18,n_term,10,0.0260958989461263
RRS+50,18,middle,0,-1.4938400963942209
RRS+50,18,middle,1,-1.6962947527567545
RRS+50,18,middle,2,-0.9635476430257162
RRS+50,18,middle,3,-0.891507625579834
RRS+50,18,middle,4,-0.380301030476888
RRS+50,18,middle,5,0.021061515808105467
RRS+50,18,middle,6,-0.14391962687174478
RRS+50,18,middle,7,-0.1318013827006022
RRS+50,18,middle,8,-0.0053383827209472655
RRS+50,18,middle,9,-0.16847060521443685
RRS+50,18,middle,10,-0.20475597381591798
RRS+50,18,c_term,0,-1.5573361972967783
RRS+50,18,c_term,1,-1.677295740445455
RRS+50,18,c_term,2,-1.0077072302500407
RRS+50,18,c_term,3,-0.5381932258605957
RRS+50,18,c_term,4,-0.33106648127237953
RRS+50,18,c_term,5,-0.10789445241292318
RRS+50,18,c_term,6,-0.24466835657755534
RRS+50,18,c_term,7,-0.21685959498087565
RRS+50,18,c_term,8,-0.05990540186564128
RRS+50,18,c_term,9,-0.3096141815185547
RRS+50,18,c_term,10,-0.39133262634277344
RRS+50,19,prefix,0,-1.190472960472107
RRS+50,19,prefix,1,-1.1503758172194163
RRS+50,19,prefix,2,-1.1586617946624755
RRS+50,19,prefix,3,-0.8592542330423991
RRS+50,19,prefix,4,-0.6002319494883219
RRS+50,19,prefix,5,-0.2272323211034139
RRS+50,19,prefix,6,-0.28619329929351806
RRS+50,19,prefix,7,-0.2946781317392985
RRS+50,19,prefix,8,-0.1187527338663737
RRS+50,19,prefix,9,0.5186692714691162
RRS+50,19,prefix,10,0.09703747431437175
RRS+50,19,n_term,0,-1.4560956557591755
RRS+50,19,n_term,1,-1.4608103195826212
RRS+50,19,n_term,2,-0.8387725830078125
RRS+50,19,n_term,3,-0.6444863319396973
RRS+50,19,n_term,4,-0.2191713015238444
RRS+50,19,n_term,5,-0.15498619079589843
RRS+50,19,n_term,6,-0.04293756484985352
RRS+50,19,n_term,7,0.10884027481079102
RRS+50,19,n_term,8,-0.00771799087524414
RRS+50,19,n_term,9,-0.15657046635945637
RRS+50,19,n_term,10,-0.3346308708190918
RRS+50,19,middle,0,-1.6367673714955648
RRS+50,19,middle,1,-1.6998587230841318
RRS+50,19,middle,2,-0.8666274031003316
RRS+50,19,middle,3,-0.5770771662394206
RRS+50,19,middle,4,-0.31007397969563805
RRS+50,19,middle,5,-0.16150042215983074
RRS+50,19,middle,6,-0.2900838851928711
RRS+50,19,middle,7,-0.24268833796183267
RRS+50,19,middle,8,-0.08578923543294271
RRS+50,19,middle,9,-0.22777344385782877
RRS+50,19,middle,10,-0.4410149892171224
RRS+50,19,c_term,0,-1.753576636314392
RRS+50,19,c_term,1,-1.9761750519275665
RRS+50,19,c_term,2,-0.725682532787323
RRS+50,19,c_term,3,-0.39901501337687173
RRS+50,19,c_term,4,-0.042966175079345706
RRS+50,19,c_term,5,0.10825449625651042
RRS+50,19,c_term,6,-0.20927899678548176
RRS+50,19,c_term,7,-0.15269397099812826
RRS+50,19,c_term,8,-0.059125359853108725
RRS+50,19,c_term,9,-0.21932102839152018
RRS+50,19,c_term,10,-0.2912209828694661
RRS+50,20,prefix,0,-1.406076765060425
RRS+50,20,prefix,1,-1.4706474463144938
RRS+50,20,prefix,2,-1.1225229581197103
RRS+50,20,prefix,3,-0.8372981389363606
RRS+50,20,prefix,4,-0.9929304122924805
RRS+50,20,prefix,5,-0.8430084705352783
RRS+50,20,prefix,6,-0.8861620744069417
RRS+50,20,prefix,7,-0.8823895454406738
RRS+50,20,prefix,8,-0.7782609303792317
RRS+50,20,prefix,9,-0.6811699231465658
RRS+50,20,prefix,10,-0.8120046615600586
RRS+50,20,n_term,0,-1.6000999450683593
RRS+50,20,n_term,1,-1.80037473042806
RRS+50,20,n_term,2,-0.936856460571289
RRS+50,20,n_term,3,-0.8818419138590495
RRS+50,20,n_term,4,-0.24189430872599285
RRS+50,20,n_term,5,0.0009851535161336264
RRS+50,20,n_term,6,-0.21163291931152345
RRS+50,20,n_term,7,-0.06410783131917318
RRS+50,20,n_term,8,-0.0196841557820638
RRS+50,20,n_term,9,-0.148011843363444
RRS+50,20,n_term,10,-0.08948745727539062
RRS+50,20,middle,0,-1.3354782501856486
RRS+50,20,middle,1,-1.5888917525609334
RRS+50,20,middle,2,-0.7988821983337402
RRS+50,20,middle,3,-0.9239474932352701
RRS+50,20,middle,4,-0.7729537010192871
RRS+50,20,middle,5,-0.5911289056142172
RRS+50,20,middle,6,-0.486037540435791
RRS+50,20,middle,7,-0.40916398366292317
RRS+50,20,middle,8,-0.3062351862589518
RRS+50,20,middle,9,-0.2033307393391927
RRS+50,20,middle,10,-0.017023022969563803
RRS+50,20,c_term,0,-1.2931874632835387
RRS+50,20,c_term,1,-1.444242238998413
RRS+50,20,c_term,2,-0.8693862597147624
RRS+50,20,c_term,3,-0.8237671534220378
RRS+50,20,c_term,4,-0.8774463971455891
RRS+50,20,c_term,5,-0.5062564690907796
RRS+50,20,c_term,6,-0.05968249638875325
RRS+50,20,c_term,7,0.04015059471130371
