dataset,pair_idx,region,layer,mean_margin,final_model_prob1
real_PRS,1,c_term,0,-1.6990297158559164,0.10564745217561722
real_PRS,1,c_term,1,-1.688362677892049,0.10564745217561722
real_PRS,1,c_term,2,-1.0550488789876302,0.10564745217561722
real_PRS,1,c_term,3,-0.6781937599182128,0.10564745217561722
real_PRS,1,c_term,4,-0.5698110262552897,0.10564745217561722
real_PRS,1,c_term,5,-0.5864640235900879,0.10564745217561722
real_PRS,1,c_term,6,-0.7424912452697754,0.10564745217561722
real_PRS,1,c_term,7,-0.5931523005167644,0.10564745217561722
real_PRS,1,c_term,8,-0.4905954043070475,0.10564745217561722
real_PRS,1,c_term,9,-0.4667572021484375,0.10564745217561722
real_PRS,1,c_term,10,-0.3630695660909017,0.10564745217561722
real_PRS,1,middle,0,-1.421070114771525,0.10564745217561722
real_PRS,1,middle,1,-1.6115559418996175,0.10564745217561722
real_PRS,1,middle,2,-0.9355074564615885,0.10564745217561722
real_PRS,1,middle,3,-0.6097137610117594,0.10564745217561722
real_PRS,1,middle,4,-0.4906794865926107,0.10564745217561722
real_PRS,1,middle,5,0.09313741525014242,0.10564745217561722
real_PRS,1,middle,6,-0.21504993438720704,0.10564745217561722
real_PRS,1,middle,7,-0.07841437657674154,0.10564745217561722
real_PRS,1,middle,8,-0.019845930735270183,0.10564745217561722
real_PRS,1,middle,9,-0.2603319485982259,0.10564745217561722
real_PRS,1,middle,10,-0.8339658419291178,0.10564745217561722
real_PRS,2,n_term,0,-1.5362911661465963,0.9939464926719666
real_PRS,2,n_term,1,-1.7726293643315634,0.9939464926719666
real_PRS,2,n_term,2,-1.4851442019144694,0.9939464926719666
real_PRS,2,n_term,3,-0.8250572204589843,0.9939464926719666
real_PRS,2,n_term,4,-0.7269184430440266,0.9939464926719666
real_PRS,2,n_term,5,-0.4410971482594808,0.9939464926719666
real_PRS,2,n_term,6,-0.6457831382751464,0.9939464926719666
real_PRS,2,n_term,7,-0.7256672223409016,0.9939464926719666
real_PRS,2,n_term,8,-0.5948761304219564,0.9939464926719666
real_PRS,2,n_term,9,-0.6257361729939779,0.9939464926719666
real_PRS,2,n_term,10,-0.8061737060546875,0.9939464926719666
real_PRS,2,c_term,0,-2.1917500336964926,0.9939464926719666
real_PRS,2,c_term,1,-2.305238523085912,0.9939464926719666
real_PRS,2,c_term,2,-1.4384000857671102,0.9939464926719666
real_PRS,2,c_term,3,-0.7365598996480306,0.9939464926719666
real_PRS,2,c_term,4,-0.5452276070912679,0.9939464926719666
real_PRS,2,c_term,5,0.49150687058766684,0.9939464926719666
real_PRS,2,c_term,6,1.2905813376108806,0.9939464926719666
real_PRS,2,c_term,7,2.0109119335810344,0.9939464926719666
real_PRS,2,c_term,8,2.552100332578023,0.9939464926719666
real_PRS,2,c_term,9,3.094191288948059,0.9939464926719666
real_PRS,2,c_term,10,2.5474045753479,0.9939464926719666
real_PRS,2,middle,0,-1.692215265830358,0.9939464926719666
real_PRS,2,middle,1,-1.876596482594808,0.9939464926719666
real_PRS,2,middle,2,-1.0562765757242838,0.9939464926719666
